"review_title","review_text","review_star","date","author","page"
"Best investment I done.","I’m very please with the Fire TV Stick. I’m enjoying all my shows. Excellent quality and projection is outstanding. Thank You","5.0 out of 5 stars","Reviewed in the United States on June 9, 2022","Luz D Roldan",290
"Love it. Easy to use","This Amazon stick is great. Super fast !","5.0 out of 5 stars","Reviewed in the United States on April 5, 2022","jt garcia",290
"Firestick","For my tv to look at youtube","5.0 out of 5 stars","Reviewed in the United States on April 13, 2022","frederick",290
"So easy to set up. Faster than the previous","No problems","5.0 out of 5 stars","Reviewed in the United States on February 23, 2022","Cathy1956",290
"Works quite well","The picture quality is good and it gives you more viewing options. I haven't used the Alexa feature.","5.0 out of 5 stars","Reviewed in the United States on December 3, 2021","RAF",290
"Simple to instill ...Took a min to figure out all it does . But I like it","Will get another one maybe","5.0 out of 5 stars","Reviewed in the United States on January 25, 2022","Sk Osborne",290
"Love using them","Love using them I have 4 of them","5.0 out of 5 stars","Reviewed in the United States on July 4, 2022","Crystal",290
"Very simple to set up! Love it!","Quick, easy, and great quality picture!","5.0 out of 5 stars","Reviewed in the United States on January 6, 2022","Willie",290
"nice","great","5.0 out of 5 stars","Reviewed in the United States on January 8, 2022","DIDIER TIVOLI",290
"Fire stick is full of choices","I absolutely love these. Everyone should own 1. We have them in every room in the house and one in the camper","5.0 out of 5 stars","Reviewed in the United States on January 6, 2022","Brandon",290
"Bought as a replacement for my firestick 2nd gen. Way better","Bought it after my last firestick gave out and this one is way faster at loading the menu and opening any apps. Well worth the upgrade","5.0 out of 5 stars","Reviewed in the United States on November 17, 2021","Jonathan Najera",291
"Excelente producto!!","Muy práctico y rápido, excelente dispositivo!","5.0 out of 5 stars","Reviewed in the United States on January 6, 2022","DM Orellana",291
"Great tool","Love it and it is easy to use","5.0 out of 5 stars","Reviewed in the United States on January 30, 2022","patrick segui",291
"Easy to set up.","It's my third one. They work great!","5.0 out of 5 stars","Reviewed in the United States on January 24, 2022","Lawrence Morth",291
"Easy access to all platforms","Antenna replacement clear reception fast excellent voice recognition","5.0 out of 5 stars","Reviewed in the United States on June 22, 2022","David Del Rio",291
"Was a gift to us -","This was a gift to us.","5.0 out of 5 stars","Reviewed in the United States on February 27, 2022","Amazon Customer",291
"Makes life easier.","easy to use","5.0 out of 5 stars","Reviewed in the United States on March 24, 2022","JustBarb",291
"Streaming ability is great","Paramount + is difficult to start working.","5.0 out of 5 stars","Reviewed in the United States on March 28, 2022","Al Everley",291
"We added a second fire stick for our other tv. This one works even easier than our first.","We purchased a second Fire Stick for our other Tv and this one works even easier.","5.0 out of 5 stars","Reviewed in the United States on April 27, 2022","Steve",291
"It work","I like it","5.0 out of 5 stars","Reviewed in the United States on February 18, 2022","Boss",291
"Happy with the purchase, it does the job perfectly.","I like it, does the job","5.0 out of 5 stars","Reviewed in the United States on January 10, 2022","Amaresh Subudhi",292
"Easy install and setup","Saved buying a new tv.","5.0 out of 5 stars","Reviewed in the United States on February 25, 2022","75Whaler",292
"El tiempo de entrega","Excelente","5.0 out of 5 stars","Reviewed in the United States on June 1, 2022","luis arutro santana padilla",292
"Great Product","Great picture quality, easy to set up.","5.0 out of 5 stars","Reviewed in the United States on November 25, 2021","Ted Hanusiak",292
"Really cool","I'm still getting it figured out but so far so good","5.0 out of 5 stars","Reviewed in the United States on December 25, 2021","Robert Carouthers",292
"Works great.","Very fast","5.0 out of 5 stars","Reviewed in the United States on March 27, 2022","Horace Wilson",292
"Nice Upgrade","Love this fire stick. The streaming quality was a much needed upgrade from the original version.","5.0 out of 5 stars","Reviewed in the United States on February 19, 2022","jamea walker",292
"N/A","I like the Fire TV stick very much. But Alexa doesn't recognize my voice command all the time.","5.0 out of 5 stars","Reviewed in the United States on April 7, 2022","Amazon Customer",292
"Must have!","Works!","5.0 out of 5 stars","Reviewed in the United States on February 28, 2022","Amazon Customer",292
"Uno de los mejores producto de Amazon","La calidad del producto","5.0 out of 5 stars","Reviewed in the United States on May 18, 2022","jose Gutierrez",292
"Very good product for the price.","Works seamlessly with my LG tv. No complaints. Thank you","5.0 out of 5 stars","Reviewed in the United States on December 27, 2021","Ronald S.",293
"Safistied","Upgrading from Amazon Fire TV stick 1st. generation. The speed of menu navigation improved a lot. New voice recognition feature is appreciate.","5.0 out of 5 stars","Reviewed in the United States on March 31, 2022","Amazon Customer",293
"Great","Tv","5.0 out of 5 stars","Reviewed in the United States on June 14, 2022","Ginger Walter",293
"Love it","Love it.","5.0 out of 5 stars","Reviewed in the United States on June 9, 2022","lisa",293
"One price for two devices.","Fast and clear picture. The remote also works on the TV. So I don't have to separate universal remote tv.","5.0 out of 5 stars","Reviewed in the United States on February 18, 2022","Dinh L.",293
"I am very happy with my firestick!","I replaced my cable with the firestick on my living room tv. This is my main tv I use.Very happy <U+0001F60A>","5.0 out of 5 stars","Reviewed in the United States on February 18, 2022","Pam Jones",293
"Love my Firestick","I love my 4K Firestick it’s amazing the picture is awesome love everything about the 4K Firestick","5.0 out of 5 stars","Reviewed in the United States on December 3, 2021","tommy",293
"Great TV with Firestick!","Love it!My tv viewing is finally expanded!","5.0 out of 5 stars","Reviewed in the United States on November 21, 2021","Vivian",293
"Love Love Love","Firestick and Amazon are awesome! Clear, easy to use and great shows!","5.0 out of 5 stars","Reviewed in the United States on January 6, 2022","irishmarilyn",293
"Amazing product","Perfect stream quality, nice features","5.0 out of 5 stars","Reviewed in the United States on May 22, 2022","Damon and Michael",293
"the fire stick is faster and view better.","I like the new 4k fire my other one was very slow and I am now wondering if this one will get the same way soon. Other than that I am impressed with it.","5.0 out of 5 stars","Reviewed in the United States on April 21, 2022","jennivieve wright",294
"Firestick","Works well","5.0 out of 5 stars","Reviewed in the United States on March 20, 2022","Isis",294
"Many channel options with the fire stick.","Very pleased with the fire stick options.","5.0 out of 5 stars","Reviewed in the United States on May 3, 2022","D. lawrence",294
"good deal","Does everything I need it to for a great price.","5.0 out of 5 stars","Reviewed in the United States on December 16, 2021","Ernie Long",294
"learning to know all the ins and outs of using a firestick","It is great once you understand how to manage it.","5.0 out of 5 stars","Reviewed in the United States on March 29, 2022","Paul Whiteside",294
"How to operate it!","Our daughter gave this to us for Christmas. We are really enjoying it.","5.0 out of 5 stars","Reviewed in the United States on April 6, 2022","Helen E Webb",294
"4K Streaming device","Love it","5.0 out of 5 stars","Reviewed in the United States on June 29, 2022","Yolanda",294
"The best","Sublime","5.0 out of 5 stars","Reviewed in the United States on June 29, 2022","Music for me",294
"Amazing picture quality!","Would buy again! Great value!","5.0 out of 5 stars","Reviewed in the United States on June 14, 2022","Michael G.",294
"It works","It works far better than the Vizio tv built in app, faster and doesn't hangup.","5.0 out of 5 stars","Reviewed in the United States on June 13, 2022","Elwood",294
"Indispensable for streaming","Extremely useful for replacing cable at very reasonable price","5.0 out of 5 stars","Reviewed in the United States on March 26, 2022","socalypso",295
"Very satisfied","This is my 2nd firestick and I am kovin’ it. Recommended it to my roommates and they’re going to buy their own too. I cancelled our cable TV and bought Amazon firetv stck instead.","5.0 out of 5 stars","Reviewed in the United States on November 18, 2021","Sonia",295
"My Fire Stick","Love it","5.0 out of 5 stars","Reviewed in the United States on June 13, 2022","M. Webb",295
"Quality of picture is great.","Better than cable","5.0 out of 5 stars","Reviewed in the United States on June 22, 2022","Martin L. Rursch",295
"Great","Mighty fine product","5.0 out of 5 stars","Reviewed in the United States on March 18, 2022","Fiveights",295
"Un gran producto","Lo más mejor que pude eliminar la costosa cuenta de la compañía de cable y ahora tengo más variedad de canales","5.0 out of 5 stars","Reviewed in the United States on May 17, 2022","Raphael",295
"Great purchase <U+0001F44C> <U+0001F44D> <U+0001F44F>","Great purchase <U+0001F44C> <U+0001F44D> <U+0001F44F>","5.0 out of 5 stars","Reviewed in the United States on January 17, 2022","Big Daddy (Wow)",295
"It works extremely well no matter what I needed it to do.","I liked everything about it.","5.0 out of 5 stars","Reviewed in the United States on December 6, 2021","Amazon Customer",295
"I love this product","I love de quality and voice recognition","5.0 out of 5 stars","Reviewed in the United States on April 19, 2022","hermelinda simon vidal",295
"Works great!","It's really good. I don't do the alexa and voice command thing. But it is an excellentproduct!","5.0 out of 5 stars","Reviewed in the United States on March 25, 2022","Dhae",295
"Works fine. No complaints.","The wi fi chip in my four year old LG TV was failing.Turns out that this is a common problem with LG. I had to buy this and it works great.","5.0 out of 5 stars","Reviewed in the United States on February 1, 2022","C. Cowden",296
"Upgraded from gen 1","Much faster and better quality.","5.0 out of 5 stars","Reviewed in the United States on January 26, 2022","Kindle Customer",296
"Excellent","Excellent","5.0 out of 5 stars","Reviewed in the United States on December 29, 2021","Adam",296
"Channel limits are endless","Main as in living room considering canceling Dish Network","5.0 out of 5 stars","Reviewed in the United States on February 16, 2022","Darlene Dupree",296
"Works","Easy to set up","5.0 out of 5 stars","Reviewed in the United States on November 18, 2021","Amazon Customer",296
"4K picture quality for streaming video is amazing!","Nothing to dislike, it's doing all that I need it to do.","5.0 out of 5 stars","Reviewed in the United States on February 25, 2022","Wendolyn Wettlin",296
"Great Stck","I bought two. But may buy another soon.","5.0 out of 5 stars","Reviewed in the United States on June 5, 2022","Raymond C. Bell",296
"Works perfectly","Easy to install on our older model tv.","5.0 out of 5 stars","Reviewed in the United States on December 24, 2021","Theresa McDougall",296
"Saves You Money!!!!!","I cut the high cost of satellite tv and have no complaints at all!!!","5.0 out of 5 stars","Reviewed in the United States on November 13, 2021","chris lee harris",296
"Lo mejor que me ha pasado buena decisión cambias","Me agradó todo","5.0 out of 5 stars","Reviewed in the United States on February 18, 2022","Luispichardo",296
"Small Device","Use Roku but I need something differ","5.0 out of 5 stars","Reviewed in the United States on February 9, 2022","April clark",297
"Simply Awesome","I am glad to purchase this streaming device...it very simple installatuon and Very High quality streaming.Worth for the money you pay.","5.0 out of 5 stars","Reviewed in the United States on April 19, 2022","gomathishankar",297
"Tv","Creo q deberían agregar más marcas de tv para poder subir y bajar volumen por ej mi tv es diggio y no esta en la lista después de eso todo es excelente","5.0 out of 5 stars","Reviewed in the United States on April 7, 2022","Dennisse",297
"Clear picture and multiple channels","Clear image","5.0 out of 5 stars","Reviewed in the United States on December 24, 2021","Yolanda Rivera",297
"Good product","I am happy with the stream quality and voice recognition. I have not used the Alexa feature yet?","5.0 out of 5 stars","Reviewed in the United States on February 1, 2022","Shoba Chopra",297
"Easy installation","Ease of installation! Many more apps than expected!","5.0 out of 5 stars","Reviewed in the United States on March 11, 2022","Amazon Customer",297
"Easy and effective","You almost do jot need instructions to get it working, outstanding!","5.0 out of 5 stars","Reviewed in the United States on February 21, 2022","Miami Football Parent",297
"Best thing I’ve ever bought","It has everything right when I turn on the TV. I don’t even have to have a cable box in my room I have Xfinity Stream for when something is on there.","5.0 out of 5 stars","Reviewed in the United States on January 27, 2022","Timmy Desmond",297
"Great deal","So far so good","5.0 out of 5 stars","Reviewed in the United States on May 14, 2022","Kam",297
"Fire stick 4k nice","Great stream quality","5.0 out of 5 stars","Reviewed in the United States on April 19, 2022","Stacy Morgan Elliott",297
"Never disappoints","Always the best in streaming for me","5.0 out of 5 stars","Reviewed in the United States on March 29, 2022","dolores",298
"It works great makes access to your home and tv a breeze""!","The media could not be loaded.","5.0 out of 5 stars","Reviewed in the United States on December 13, 2021","Kendalene Lorene lightbourne",298
"Works Great","Replaced Xfinity boxes because over time it is cheaper.","5.0 out of 5 stars","Reviewed in the United States on March 23, 2022","David Reilly",298
"great product","easy to install and set up","5.0 out of 5 stars","Reviewed in the United States on December 23, 2021","Charles E. Stanley",298
"Last few years","Had to get a new one bc mine stopped working after having it for like 2yrs so, it's an Excellent little device at a great price easy to use and I love it sums that up lol","5.0 out of 5 stars","Reviewed in the United States on December 29, 2021","JGP27",298
"Simple to operate!","My old Firestick died! I like everything about the new one!","5.0 out of 5 stars","Reviewed in the United States on November 21, 2021","MARIANNE B. STEAGALL",298
"Works awesome !!!","Easy setup. Love how it very easily integrates the Fire remote with any TV. I installed it on 3 TV’s in my house, all different brands and it set up and ran flawlessly.","5.0 out of 5 stars","Reviewed in the United States on November 22, 2021","Chris Castanon",298
"Liked this better than my Ruko","Found this easy to use.","5.0 out of 5 stars","Reviewed in the United States on December 3, 2021","Em",298
"Good purchase","Worked as described. Simple integration with tv.","5.0 out of 5 stars","Reviewed in the United States on July 4, 2022","Ben",298
"Worth the upgrade","Worth every penny to upgrade","5.0 out of 5 stars","Reviewed in the United States on December 17, 2021","Matt",298
"Excelente Equipo.... Muy buena Elección. Recomendado","Lo utilizo de manera Excelente cuando viajo por trabajo para ver mis aplicaciones en los hoteles. De verdad Excelente.","5.0 out of 5 stars","Reviewed in the United States on May 29, 2022","Mario Lamuño",299
"Que se encuentra todo en un solo control y Alexa nitido","Para mejor visibilidad de mi tv y mas ocsiones en la busqueda hay muchos programas gratis","5.0 out of 5 stars","Reviewed in the United States on December 30, 2021","Orlando romero",299
"Excellent Quality","Works like a dream. Excellent picture and streaming quality and great voice recognition.","5.0 out of 5 stars","Reviewed in the United States on December 20, 2021","Amazon Customer",299
"Upgrade from the stick","Works great and the family is satisfied.","5.0 out of 5 stars","Reviewed in the United States on June 14, 2022","C. Pinckney",299
"good","difficult to set up","5.0 out of 5 stars","Reviewed in the United States on January 17, 2022","Clive",299
"good deal","great product that met all my needs!","5.0 out of 5 stars","Reviewed in the United States on November 11, 2021","Carl",299
"Fire stick","As Advertised","5.0 out of 5 stars","Reviewed in the United States on May 10, 2022","Amazon Customer",299
"Excellent","Excellent it was everything it said it would be","5.0 out of 5 stars","Reviewed in the United States on July 6, 2022","Misty Ewing",299
"I cut my cable","Love it","5.0 out of 5 stars","Reviewed in the United States on December 25, 2021","THOMAS",299
"Espectacular","Es súper rápido, funciona de maravilla","5.0 out of 5 stars","Reviewed in the United States on January 24, 2022","toniuio",299
"I would not recommend this you need a 4K Tv","But I didn’t know that you need a 4K TV because it shows very blurry I wish the 4K Option to turn off because now I’m a have to even buy 4K TV or buy another fire stick because the picture is not clear and I’m not sure if it says that on the box but I wish I would’ve known because I would not have purchased it that’s my fault and also Amazon for for not being clear about the 4K I would not recommend this unless you have a 4K TV","2.0 out of 5 stars","Reviewed in the United States on December 4, 2021","KSW81",300
"Great upgrade","Except for the fact that the first one delivered was defective, the device is all I expected it to be","5.0 out of 5 stars","Reviewed in the United States on June 8, 2022","RZ",300
"Good value for the cost","Easy to set up and works as it should. Will turn your dumb tv into something useful!","5.0 out of 5 stars","Reviewed in the United States on November 30, 2021","Robert F. Chatterson",300
"Excelente High Definition","Muy fácil para operar. Excelente programación y calidad de video","5.0 out of 5 stars","Reviewed in the United States on January 3, 2022","Rafael V.",300
"The best smart TV stick","Everything is excellent","5.0 out of 5 stars","Reviewed in the United States on December 30, 2021","Andrew Vic Diaz",300
"Amazing","Excellent fast and nice view in 4k mode wow","5.0 out of 5 stars","Reviewed in the United States on December 30, 2021","Yonatan",300
"Everything works perfectly. I’m happy with the quality of the video, more than happy","I’m extremely happy with the quality of the video stream","5.0 out of 5 stars","Reviewed in the United States on February 10, 2022","G. Boychuk",300
"Internet access and firestick tv all I need. I got the recast too.","I like the HD quality and Alexa is built-in. From over $200 a month to under $50. Everything pays for itself in two months.","5.0 out of 5 stars","Reviewed in the United States on March 19, 2022","Randall",300
"Buy this! it works great","Easy directions and easy to use!","5.0 out of 5 stars","Reviewed in the United States on April 1, 2022","patricia",300
"As advertised.","Easy to install and use.","5.0 out of 5 stars","Reviewed in the United States on June 6, 2022","anonymous",300
"Excelente","Excelente producto para lo que se adquiere","5.0 out of 5 stars","Reviewed in the United States on January 2, 2022","Jose Mendoza",301
"Excelente producto","Cumple perfectamente todas las funciones que se necesitan para convertir una un tv común en un smart.","5.0 out of 5 stars","Reviewed in the United States on June 10, 2022","Amazon Customer",301
"muy bueno","Me gustó y lo volví a comprar para otro dispositivo","5.0 out of 5 stars","Reviewed in the United States on January 7, 2022","Ivonne M.",301
"All","Everything","5.0 out of 5 stars","Reviewed in the United States on February 22, 2022","dennis galvin",301
"Makes getting to the correct programming much easier","Great product. I have one on all 6 of my TV’s","5.0 out of 5 stars","Reviewed in the United States on March 22, 2022","Tim P.",301
"worked as stated","easy to use","5.0 out of 5 stars","Reviewed in the United States on May 17, 2022","Avery L. Richey",301
"Veloz","Excelente actualización, es muy rápido en carga de contenido","5.0 out of 5 stars","Reviewed in the United States on March 11, 2022","Joys Emilio",301
"It works","no problems","5.0 out of 5 stars","Reviewed in the United States on January 6, 2022","Ronald E. Zentek",301
"Útil","Útil","5.0 out of 5 stars","Reviewed in the United States on May 29, 2022","Edson perez",301
"Much Better than I expected","Hard to express given the questions provided.I don't use Alexa, so that answer is N/A, but N/A is not applicable because it's not a choice - funny but not funny who designs these ""survey"" type questions? If I had limitations I might use Alexa - but not so far.Yes the 4K Firestick does a good job turning on the TV and controlling the volume; however, my expectations were really low. Picture quality depends upon 1.) TV's quality and 2.) the signal's quality - I can't judge either. Everyone sells ""the best"" TV and ""the best"" signal. I can't even say if I have it installed on the best TV I own.I'm judging the 4K Firestick with my $$ - I just ordered 2 more of them. That's the best recommendtion I can give. Maybe its not the greatest Firestick but I see actual improvements.Honesty's the best policy.","4.0 out of 5 stars","Reviewed in the United States on December 3, 2021","Minnesota Mac",301
"Works","Youtube tv","5.0 out of 5 stars","Reviewed in the United States on December 25, 2021","Charles",302
"Fantastic","Perfect High Definition..<U+0001F44D>","5.0 out of 5 stars","Reviewed in the United States on May 17, 2022","Hector Ortiz",302
"Upgraded my older fire stick; great speed improvement","I have an older TV. So this really helps for streaming and it’s pretty straightforward","5.0 out of 5 stars","Reviewed in the United States on July 1, 2022","Hanapa",302
"It's pretty awesome actually I don't have any complaints on it","The volume control don't work on some tvs so some of the accessories on the remote and voice don't work but thats just volume and power on and off I got a Vizio TV","5.0 out of 5 stars","Reviewed in the United States on February 5, 2022","Logan mosley",302
"Much better firestick than the previous model","This firestick version allows for volume control easier, I only need one remote to operate the entire TV experience","5.0 out of 5 stars","Reviewed in the United States on December 13, 2021","William Jones",302
"Rápido y buena calidad","Buena calidad de transmisión , rápido y fácil de configurar","5.0 out of 5 stars","Reviewed in the United States on June 24, 2022","Juan Casagrande",302
"Buenisimo","Muy útil y fácil de usar","5.0 out of 5 stars","Reviewed in the United States on April 10, 2022","miguel martinez",302
"Compact device","Compact device, easy to install. Love that remote paired with TV so only need one remote.","5.0 out of 5 stars","Reviewed in the United States on February 19, 2022","Sonja C. Matthias",302
"Perfect Addition to TVs","This is my third Firestick.My first I bought to upgrade an existing TV (not a SmartTV) for my various streaming activities.I quickly bought 2 more for different TVs. I am considering getting another for my SmartTV as it's much faster with the various apps than the native ones.Pros: Upgrades a dumb TV to a SmartTV with very little effort. Additionally, with the Alexa integration, I can use voice commands to easily find content on my streaming services. Downloading new apps is easy and quick. Additionally, this voice control works with my Ring Cameras and I can quickly view various camera views using voice commands. I love this feature! Much quicker than using the Ring phone app. The remote is very intuitive and responsive, using BT in lieu of IR so it works without aiming it at the TV. I prefer the Firestick remote over my TV remotes as it is very well designed and works better.Cons: With a Vizio TV, the Firestick remote 'Power' does not work, instead pressing the 'Home' button for 5 seconds usually turns it on. But not consistently and may require using the Vizio remote to turn on. Otherwise all other functions work with the Firestick remote. Occasionally, with the Vizio TV, the Firestick will stop streaming and show a 'loading' icon. This requires a hard reboot (disconnect the Firestick and power supply to it) before it starts working again. Both of these issues seem to be only with my Vizio TV.One mixed pro/con. When purchasing an additional Firestick, it will come with your profile pre-loaded with your profile/ internet PW. This makes adding a new one much faster to your network. You will still need to download various streaming apps that you may have.Clearly though, this could create problems with security and/or if purchasing as a gift for someone else.","5.0 out of 5 stars","Reviewed in the United States on January 27, 2022","HondaVFR750",302
"Awesome","Great product easy to setup. Automatically connects to tv so you only need the fire stick remote to turn off and on tv and control the volume.","5.0 out of 5 stars","Reviewed in the United States on October 28, 2021","Lovely Torres",302
"Regular","Es bueno pero la mayoría del tiempo Alexa no lo enciende <U+0001F644>","5.0 out of 5 stars","Reviewed in the United States on January 17, 2022","Martha",303
"This thing works great!","Real plug and play. Easy peezy :)","5.0 out of 5 stars","Reviewed in the United States on July 4, 2022","Ryan Montgomery",303
"Better then regular ones!","Stream quality is way better!","5.0 out of 5 stars","Reviewed in the United States on January 3, 2022","Jacob Perez",303
"Excellent","I use it in place of my Verizon TV service which I canceled!","5.0 out of 5 stars","Reviewed in the United States on April 4, 2022","Russell West",303
"Great value","Love it.","5.0 out of 5 stars","Reviewed in the United States on January 14, 2022","Connie R.",303
"Works great","Love it","5.0 out of 5 stars","Reviewed in the United States on December 10, 2021","Dennis",303
"It was easy to get it uploaded","Very easy to upload and program. Love it this was perfect","5.0 out of 5 stars","Reviewed in the United States on December 9, 2021","SHAWNTEEG",303
"Ease of use","Moved from cable to streaming service. The picture is better and Fire TV Stick makes it easy to navigate.","5.0 out of 5 stars","Reviewed in the United States on January 31, 2022","suzanne becking",303
"Love this device!","I love the look and ease of integration from my older device. It is user friendly and makes everything convenient.","5.0 out of 5 stars","Reviewed in the United States on February 24, 2022","Kellie Tiller",303
"Faster than 3rd generation","The response time of the remote is faster than my previous firestick. (3rd Gen).","5.0 out of 5 stars","Reviewed in the United States on May 15, 2022","Mary B.",303
"Easy installation, good performance as promised","Very easy to install. Works like a charm!","5.0 out of 5 stars","Reviewed in the United States on December 25, 2021","MDV",304
"Great streaming.","Bought this for my spare bedroom tv which is much older & the streaming still looks amazing. I’d highly recommend.","5.0 out of 5 stars","Reviewed in the United States on February 23, 2022","Robert M. Romero",304
"Firestick amazing and perfect!!","I’m extremely happy with my Christmas gift/MyFirestick <U+0001F917> especially with it having volume control, TV power control, etc.","5.0 out of 5 stars","Reviewed in the United States on January 15, 2022","Martha BB",304
"Great Item","Very easy to use","5.0 out of 5 stars","Reviewed in the United States on May 27, 2022","Amazon Customer",304
"just what I needed work good","made very happy","5.0 out of 5 stars","Reviewed in the United States on May 29, 2022","Philip Trujillo",304
"Easy set up","Like all the about mentioned features...","5.0 out of 5 stars","Reviewed in the United States on December 6, 2021","Amazon Customer",304
"Great upgrade from the original firestick","Upgraded from original firestick. Speed, sound and picture quality increased","5.0 out of 5 stars","Reviewed in the United States on April 1, 2022","Heather Ragonese",304
"Like the upgrade.","I had my old fire stick for 5 years but the new upgrade didn't work so I had to buy a new one and I like the extras on the remote","5.0 out of 5 stars","Reviewed in the United States on December 16, 2021","Debbie Fields",304
"Excelente","Todo bien","5.0 out of 5 stars","Reviewed in the United States on May 31, 2022","Fabricio Olvera",304
"Genial","Excelente","5.0 out of 5 stars","Reviewed in the United States on June 13, 2022","Diana gonzalez",304
"Works great","Works great","5.0 out of 5 stars","Reviewed in the United States on April 29, 2022","SSMG",305
"Works as expected.","<U+0001F44D>","5.0 out of 5 stars","Reviewed in the United States on April 23, 2022","d c florida",305
"Works grwat","Works fine have one on every tv","5.0 out of 5 stars","Reviewed in the United States on June 1, 2022","Wynn F.",305
"Got a lot of channels but having trouble with Alexa she don’t seem to recognize anything","Alexa keeps telling me they cannot find the channels that I asked for","5.0 out of 5 stars","Reviewed in the United States on June 15, 2022","John E Carlson",305
"Very Impressed","The media could not be loaded.
 The stream quality is great
Alexa responded very qui k without any problems","5.0 out of 5 stars","Reviewed in the United States on June 7, 2022","Stephani Steinhofer",305
"Easy setup","Simple set up. I'm not using voice or Alexa","5.0 out of 5 stars","Reviewed in the United States on June 19, 2022","Cyrena Hileman",305
"Easy to use","Awesome","5.0 out of 5 stars","Reviewed in the United States on May 12, 2022","Glenn L Peterson",305
"Works great.","We wanted different options for movies and tv shows. We are definitely satisfied. Alot to choose from.","5.0 out of 5 stars","Reviewed in the United States on February 4, 2022","tina chapman",305
"Does what it says","It works pretty well. No complaints this far","5.0 out of 5 stars","Reviewed in the United States on February 17, 2022","VSM",305
"This is a great product!","This is a great product that does all it says it does. I would buy this again.","5.0 out of 5 stars","Reviewed in the United States on March 25, 2022","William Green",305
"Easy to set up on my smart TV haven,t had any problems","Bought two sticks, one for my smart TV the other for an old TV. Both were real easy to set up they almost work with little help.","5.0 out of 5 stars","Reviewed in the United States on November 23, 2021","Amazon Customer",306
"Easy to setup and operate.","So easy to use and setup. If I can do it anyone can. Simple to operate, love all that it offers.","5.0 out of 5 stars","Reviewed in the United States on February 25, 2022","kelly",306
"La calidad","Me gusto","5.0 out of 5 stars","Reviewed in the United States on June 25, 2022","Raul reyes",306
"Amazing streaming experience","The streaming experience is top notch. Love how easy it is to navigate the user interface.","5.0 out of 5 stars","Reviewed in the United States on April 27, 2022","Michael Reese",306
"Got it as a gift","Got it for my mom and shes in love with it","5.0 out of 5 stars","Reviewed in the United States on January 26, 2022","Jacob",306
"Excelente producto","Muy buen dispositivo en imagen y sonido","5.0 out of 5 stars","Reviewed in the United States on March 27, 2022","Patricio Javier",306
"Easy and quick!","I got it within a week, good boxing, easy setup (didn’t even need instructions)! It’s perfect for older tvs who dont have the Hulu, Disney plus, etc. Go get yours!","5.0 out of 5 stars","Reviewed in the United States on January 12, 2022","camilla",306
"Best bargain on Amazon!","Love it!","5.0 out of 5 stars","Reviewed in the United States on February 6, 2022","Frank V.",306
"Nice easy to use","Using luna with it","5.0 out of 5 stars","Reviewed in the United States on June 18, 2022","Antonio martinez",306
"Stream quality","Item was of breathtaking quality. Delivery was exemplary. Choicest packaging. A+!","5.0 out of 5 stars","Reviewed in the United States on March 6, 2022","Rafiel B.",306
"The bes of the best!!!","Un excelente producto!!!Súper recomendado.","5.0 out of 5 stars","Reviewed in the United States on January 28, 2022","Gonzalo",307
"Works Great!","Cut the cable cord and installed on four TVs. We wanted the same interface, menus and remotes. Product is very well thought out.","5.0 out of 5 stars","Reviewed in the United States on March 28, 2022","Amazon Customer",307
"Good","Stream quality not always there","5.0 out of 5 stars","Reviewed in the United States on February 21, 2022","Bonnie",307
"Much improved","Love, love the Alexa integration.","5.0 out of 5 stars","Reviewed in the United States on April 19, 2022","PitiPat",307
"Impressed","Just dumped the catv provider","5.0 out of 5 stars","Reviewed in the United States on June 25, 2022","Christopher Wahl",307
"Easy setup","This is the third one we have purchased works great in our rv","5.0 out of 5 stars","Reviewed in the United States on March 10, 2022","Eda",307
"Awesome","Easy install very happy","5.0 out of 5 stars","Reviewed in the United States on December 25, 2021","marie carey",307
"cumplimiento con entrega","muy buena puntualidad, rapido, buen producto a funcionado muy bien.","5.0 out of 5 stars","Reviewed in the United States on July 1, 2022","Morena Vásquez",307
"Works great","The firestick works great and we love it","5.0 out of 5 stars","Reviewed in the United States on January 28, 2022","Amanda Halbert",307
"Very pleased with my product","Very pleased with the ease of operation.","5.0 out of 5 stars","Reviewed in the United States on January 28, 2022","Luke",307
"4k Fire Stick","Great streaming quality the Alexa integration is pretty cool allows me to completely go remote control free","5.0 out of 5 stars","Reviewed in the United States on January 6, 2022","Cynthia",308
"muy bien","perfecto funciona muy bien","5.0 out of 5 stars","Reviewed in the United States on March 27, 2022","Roberto",308
"Got it for a family member","Got it for my kids and for my uncle n his mom n they all love the fire sticks","5.0 out of 5 stars","Reviewed in the United States on May 18, 2022","Desirae reed",308
"Fácil de instalar.","Muy bueno mi tv <U+0001F4FA> no agarra internet y con este dispositivo me funciona de maravilla excelente <U+0001F44D>","5.0 out of 5 stars","Reviewed in the United States on December 16, 2021","Tania",308
"I’m lovin’’ it!","Great product. Ez install.","5.0 out of 5 stars","Reviewed in the United States on February 15, 2022","Beverly Gill",308
"easy set up","Truly beats buying a smart tv - thumps up","5.0 out of 5 stars","Reviewed in the United States on June 25, 2022","Be Humble & Kind",308
"Works great!","It works better than I anticipated. I am really satisfied with it.","5.0 out of 5 stars","Reviewed in the United States on June 14, 2022","5150",308
"Simple and does what it’s supposed to do.","Inexpensive and easy to use.","5.0 out of 5 stars","Reviewed in the United States on November 29, 2021","Mike B",308
