"review_title","review_text","review_star","date","author","page"
"Negatives - no remote, no built-in apps, very primitive","I guess this device serves a niche - casting videos from smartphones to ""not so smart"" TVs or TVs that might be missing an app like Peacock. But keep in mind, everything is controlled by your phone, there is no remote and no apps on the device itself. I like the user-interface of Roku and Fire TV far better since I don't have to use my phone and eat up my battery while streaming video. Come on Google, you can do better than this!","2.0 out of 5 stars","Reviewed in the United States on August 17, 2021","Random_Life",192
"Makes a ""smart"" tv smart.","I have a smart tv but a lot of my streaming services are incredibly slow and have horrible responsiveness if I use them off the tv itself. Have a Roku and a fire stick as well and they hardly remedy the problem. This however, seems to have made my tv usable.","5.0 out of 5 stars","Reviewed in the United States on February 16, 2022","Amazon Customer",193
"bueno, bonito y a buen precio","son mas pequeños que la generación anterior, viene con todo lo necesario, es de muy fácil configuración y funciona como se espera que lo haga.","5.0 out of 5 stars","Reviewed in the United States on December 22, 2021","Jaime",193
"Gave up the ghost","Worked for about a year. Now this thing just stutters through any content except YouTube now. Won’t buy a google streaming device ever again.","2.0 out of 5 stars","Reviewed in the United States on April 13, 2022","Ross McCrorie",193
"Never had issues casting before","I havent had issues casting to my TV that has this built in no matter what it always worked as soon as I got this device I have had issues to where it won't connect. Its a constant issue that has only started since I bought this device. Restarting my phone and restarting my router at the same time is the only solution this is a huge issue with the product and the product it self is creating a problem that effects my ability to cast on other devices and needs to be fixed","2.0 out of 5 stars","Reviewed in the United States on October 8, 2021","Jake graves",193
"Stream all the things.","Bought this to add to another TV in the house. Have had a 1st generation one for years. Don't really notice any performance difference between this and older versions, but I don't use voice commands either. Solid device, but the app volume controls can be a bit twitchy, better to just use your regular remote.","4.0 out of 5 stars","Reviewed in the United States on June 26, 2021","Atom",193
"Perfect!","I purchased this to cast HBOMax from my phone to my tv since Roku doesn’t support the app and Apple TV is a lot more expensive. I figured this might be a more affordable work around, and it works perfectly! I’ll probably purchase another one soon for the other tv. Easy setup, super easy to use, picture and sound come through as good as any other streaming device I’ve used. Great purchase!","5.0 out of 5 stars","Reviewed in the United States on August 20, 2020","Kelsey Rae",193
"Works very well with a chromebook","I was in need of making a presentation and desired to utilize my chromebook and Google slides. This device connected to my chromebook with no problem and functioned perfectly right out of the box.","5.0 out of 5 stars","Reviewed in the United States on August 5, 2021","NathanWheeler",193
"Pretty cool","I didn’t get a remote with this but I love streaming from my phone to my tv! I can now watch hbo max on my tv. The volume doesn’t adjust easily or evenly but that could be on hbo. It did however take a long time to set up the chrome cast with the app. Too many questions and prompts. People just want to stream!","5.0 out of 5 stars","Reviewed in the United States on September 10, 2020","Sun",193
"Horrible","The whole point i bought chrimcast is because I would like to cast my phone screen. I thought with dedicated hardware device ( chromecast). Unfortunately, it is a as bad as most screen mirroring software. So there is no point of buying cast","1.0 out of 5 stars","Reviewed in the United States on February 13, 2021","KL",193
"Easy to use","I like that there is no remote to use or cords to be tangled. It is a very simple device that allows anyone to stream to the TV. I use it with my Google assistant so I can play and pause with voice control.","5.0 out of 5 stars","Reviewed in the United States on June 3, 2021","Lindy Trout",193
"Absolute trash product","PC casting freezes and lags at like 10 frames per second, cant screen mirror your PC without ridiculous delay and frame drops. You pause a video on your keyboard, chrome cast pauses it on your TV several seconds later. The resolution of YouTube casting is garbage and delayed and starts from the beginning, not even where you are on your PC. This product isn’t worth $1 let alone $30. Casting your desktop is futile at the frames/freeze rate. I’ve adjusted my MTU and updated my Intel WiFi card driver and still trash casting/screen mirroring","1.0 out of 5 stars","Reviewed in the United States on January 4, 2021","Amazon Customer",194
"Don’t recommend. Fire stick or Roku are better choices by far","Not as user friendly as other streaming devices. Should come with a remote, don’t like tying up my phone as a remote control.","2.0 out of 5 stars","Reviewed in the United States on May 18, 2022","Scott McIntosh",194
"Super convenient and seemingly more reliable than the 2nd gen device.","We replaced our wireless router at the same time we got this to replace our 2nd gen Chromecast, so I can't say for sure if it's because of the Chromecast, but we frequently stream music, TV, movies, etc. And there's been barely any glitching or buffering since we got it, and picture quality has been great, so call us very satisfied!","5.0 out of 5 stars","Reviewed in the United States on July 7, 2019","Bobby C.",194
"Does not work with iOS 12.1 or later","Bought this piece of junk to stream Phish @ Bonnaroo on my TV from my iphone. Apparently it isn't able to connect to my phone because it can't sync up with iOS 12.1 or later. Stupid. I was able to still stream the Phish show, but only watch it on my phone. You'd think a smart company like Google would have this figured out or at least disclose this before purchase.","1.0 out of 5 stars","Reviewed in the United States on June 17, 2019","Dawn Kaspar",194
"Great little thing","Works as advertised. I have it set up with the usb so it only turns on when the tv is on. It can be annoying at times. It takes a couple minutes for the chrome cast to be readily available. I guess if I had it set up to the wall outlet it would always be visible when I’m trying to connect to it. Not a big deal for me. Works great.","5.0 out of 5 stars","Reviewed in the United States on March 3, 2021","jriver",194
"Waste of money. Stopped working after a month SMH.","Gave as a gift and it worked good for about a month and now it has stopped working and just flashes on the TV.","1.0 out of 5 stars","Reviewed in the United States on January 6, 2019","Buckeye Guy",194
"Dump cable","We decided that cable is WAY TOO EXPENSIVE. Since we already subscribe to Prime and Netflix the most logical thing to do is drop cable and enjoy pretty much commercial free streaming with chromecast streaming. It works great.","5.0 out of 5 stars","Reviewed in the United States on December 5, 2020","Anne Desrochers",194
"You Need One","These things are the most handy device I've ever owned. I'm even starting to use them at my business for video presentations. Easy to figure out and set up. 100/10 would recommend to everyone. Even my in laws who are not tech savvy loved it","5.0 out of 5 stars","Reviewed in the United States on August 19, 2020","Melanie Rose",194
"Anime nerds!","If your like me and hate using your laptop you can use this to stream anime that isn't always available on CR or funimation! From your phone/laptop to the TV.","5.0 out of 5 stars","Reviewed in the United States on April 22, 2022","Kyle",194
"Great for using YouTube TV","Just started using YouTubeTV and there isn't an App for Amazon Fire Stick. Chromcast is the answer. Very easy to set up and power from your phone. Only downside is that there isn't a separate remote - so you gotta use your phone. But the app works well. Recommended for sure.","5.0 out of 5 stars","Reviewed in the United States on June 20, 2019","Rich_M_AmazonShopper",194
"Mediocre Control and Usability","I used to connect media from phone and PC to a TV screen. The device works fine with slower tasks using a PC, but cannot mirror an iPhone screen to the TV. The Chromecast also gets incredibly hot if left plugged in, which I fixed by switch off a connected power strip whenever it is out of use; inconvenient but not unusable.There are likely better streaming devices out there. Unusable for gaming due to lag.","2.0 out of 5 stars","Reviewed in the United States on December 9, 2021","N",195
"Doesn't work","We purchased this and couldn't get it to work just before we moved. Then we couldn't see our son for awhile and when he eventually was able to help us it still didn't work. 30 days were up, so the system said we couldn't return it and there was no customer service for this item. We will try to see if Amazon can help us. Useless item.","1.0 out of 5 stars","Reviewed in the United States on September 17, 2020","diane",195
"Potentially excellent device, but full of problems","I have to say that in theory Google Chromecast is an amazing device. This makes any TV smarter and can be controlled from any device connected to the same WiFi.After 2-3 weeks of use, one morning I couldn't turn on it again. TV screen was black (With No Signal), but sound still could hear. I've googled many hours and I've tried almost any suggested solutions, but in vain.I do not know what to do, except that I am writing this angry review ((","1.0 out of 5 stars","Reviewed in the United States on July 17, 2019","Constantine Tvalashvili",195
"no audio when screen casting","i've looked for answers all over the internet. when i cast from youtube there IS audio. but when i cast my phone screen there's none. i even bought the PRO version of the app. i'm extremely disappointed about it.","2.0 out of 5 stars","Reviewed in the United States on February 26, 2019","FruityReverb",195
"It works great","I haven't watched TV in years ... Antennas didn't work good in the area I live ...this gadget is incredible","5.0 out of 5 stars","Reviewed in the United States on March 16, 2022","Richard Wind",195
"Awesome thing to have for all of your streaming needs!","This thing is amazing! I thought at first it was going to be more like a roku or other device where you have to download the apps onto it and play them from the device. Instead it turns your TV into a smart TV and makes watching stuff on your tv casted directly from your phone a breeze! I really like the fact that you can multi-task while casting from your phone!","5.0 out of 5 stars","Reviewed in the United States on December 27, 2019","Guy",195
"Good","Used with your phone a and movie app will mirror your screen if you used a website for watch movies will stream nice","5.0 out of 5 stars","Reviewed in the United States on January 1, 2022","fox dye",195
"Does not work with HDMI to component video converters for older TVs","I tried two different HDMI to component video converters for older TVs and neither worked. But both converters worked with Roku Ultra, and Roku 3. this Chromecast unit is just not flexible enough to handle the wide variety of HDMI converters out there.","3.0 out of 5 stars","Reviewed in the United States on June 10, 2020","Dennis Simpson",195
"We love our chromecast","We recently bought an extra one of these to take with us on vacation so we wouldn't miss our YouTube vloggers. It worked great, attached to the wifi in the condo and was configurable through Google Home on my phone.","5.0 out of 5 stars","Reviewed in the United States on November 19, 2020","Dale review",195
"Stream Quality: You Tube Perfect; Amazon Prime Video Subpar","Installed the Google Home app on my Windows 10 PC and it casts You Tube music and video, to our TV, flawlessly. Amazon Prime Video casts not so flawlessly (sound is noticeably garbled). I purchased the $35 version. Don't know what to think, yet, it just arrived today. Will update when learn more..","3.0 out of 5 stars","Reviewed in the United States on March 30, 2020","pwrlftr",195
"Great product","Bought it for my son-in-law and he loves it! Now he can turn off my granddaughters' tv from another room to mess with them!","5.0 out of 5 stars","Reviewed in the United States on January 2, 2022","Rashell J.",196
"Very easy to set up, User friendly","Love this device! So nice to be able to have the interconnectivity of Google on my side <U+0001F534><U+0001F7E1><U+0001F7E2><U+0001F535>My only grip is I wish it didn't have uPnp enabled. Huge security flaw to your internet if anyone with a know-how is able to connect.","5.0 out of 5 stars","Reviewed in the United States on August 27, 2021","Jon Jon",196
"Chromcast Requires An Internet Connection - Not Good When Camping In The Forest","Chromcast is a great streaming device IF you have a constant internet connection. Otherwise it's just a cute little round dongle. I go camping where there is NO phone data connection; that renders this device utterly useless for streaming content from my phone that was already downloaded. Don't get why it needs a constant internet connection.","1.0 out of 5 stars","Reviewed in the United States on January 30, 2020","S. Butters",196
"Excelente inversión","Convierte mi TV en Smart TV. Puedo conectarlo con el celular y ver todo lo que quiera","5.0 out of 5 stars","Reviewed in the United States on May 22, 2022","Maité Herrera Cohen de Moreno",196
"Waste of my time.","I don't like google in the first place but tried it anyway. I wanted to watch movies on it for free. The movies they have for free are so old lol it's a joke. By the way there is no way to find the free ones easily. They mix them up with 6 dollar movies. Just go to REDBOX and save you the trouble.","1.0 out of 5 stars","Reviewed in the United States on November 3, 2019","VLHall",196
"Early days yet","Bit of a pain to hook up, especially with Apple stuff. Works well with Amazon prime once hooked up.Would say it's worth it. Lots more playing with it to do.","4.0 out of 5 stars","Reviewed in the United States on June 27, 2021","David E. Bratton",196
"Some times does not work. OVER ALL (GREAT)","Great product but the problem is that sometimes it cannot be connected with your TV for 1 or 10 min to 1 hour. Of course, I had the last version of the Chrome app on my Macbook with the last version of IOS (NO EXCUSES). I wanted to exchange this one with the Ultra one (newest one) which is $69, However, that one also has the same issue. After reviewing both products (the old one-$39-3rd and the new one-$69) I think that Google should improve the software as well as updated the resolution and display qualification of their Chromecast. I'm waiting for google customer services to get an updated framework's version to address fixing this issue.","4.0 out of 5 stars","Reviewed in the United States on February 16, 2020","Mo",196
"Cheap trick","You are required to register your device at the cost of $99.99 before it will work! Item was returned because off this.","1.0 out of 5 stars","Reviewed in the United States on October 15, 2021","Rick",196
"Worth The Price and Experience!","Really I didn't see the point in getting this at first since I plug a computer to every TV that I have minus the one smart tv. But with the Oculus Quest the picture is so clear, its portable for traveling, there are features that I enjoyed! Truly impressive!","5.0 out of 5 stars","Reviewed in the United States on April 25, 2020","William Ellis",196
"Great device. Difficult to set up.","First, this is a great product. It does what it says it does, for the most part.It wasn't 100% clear to me that I needed a cell phone in order to manage it... Google is perfectly capable of allowing this device to function independently, and should do so, in my not-so-humble opinion.Netflix is no longer supported in the Google TV app which manages the device... Something which has been known for some time, but which has not been noted in the product feature descriptions. Luckily, you can stream to this device using your cell phone.","4.0 out of 5 stars","Reviewed in the United States on June 2, 2022","Arc-Angle Gabe",196
"Simple to Set Up","This dongle is super easy to set up and works great.","5.0 out of 5 stars","Reviewed in the United States on December 20, 2018","R. Shields",197
"Happy","I was unable to get Disney Plus, HBO Max and Hulu to stream to my Vizio TV. I got this and now I can watch all my shows on my large TV rather than just on my small computer screen.","5.0 out of 5 stars","Reviewed in the United States on May 10, 2021","Gina Gillingham",197
"I love this device","Chromecast enables me to watch anything on my large-screen T.V. that I find on my computer, which is in another room. In other words, the T.V. substitutes for my computer monitor.","5.0 out of 5 stars","Reviewed in the United States on June 7, 2021","John Lex",197
"Great except for the volume","The volume control on the chromecast leaves a bit to be desired. Other than that, it's awesome.","4.0 out of 5 stars","Reviewed in the United States on March 13, 2022","William Wolcott",197
"Only Thing You Need","Get rid of your Roku, your Firestick, and your Apple TV (if anyone even has that). If you have your phone or your laptop, you can cast ANY streaming service to your TV. One benefit I didn't know when I bought the Chromecast, you can cast Netflix from your phone to the TV, AND THEN DO OTHER STUFF ON YOUR PHONE. Revolutionary. If you have some experience with computers and technology, this is the only product you need. Although if you are the kind of person that calls your son to ask them how to plug in their Roku, you should probably stick to the Roku.","5.0 out of 5 stars","Reviewed in the United States on September 6, 2019","Jeffrey",197
"Bad investment","This item has a hard time mirroring other screens and VR systems. This item can keep up with other screens. Do not get this if you are wanting to use it for mirroring of any kind.","2.0 out of 5 stars","Reviewed in the United States on May 24, 2021","anthony",197
"Garbage","What a fail... And that it's required is a even bigger fail... Pixel phones are junk too. This product doesn't work","1.0 out of 5 stars","Reviewed in the United States on December 24, 2021","Tatsinger86",197
"Works,","It works well so far. But I dont know why when turned on all the phones show up and can change what is being played on the TV. So far i havent had any issues with the connectivity","4.0 out of 5 stars","Reviewed in the United States on June 18, 2021","Sarah",197
"Surprisingly easy to use","Bought this to stream HBO Max until Roku picks it up. I don't know how folks use this instead of a roku or fire stick but the casting aspect of this worked great. Just follow the on screen directions.","5.0 out of 5 stars","Reviewed in the United States on December 12, 2020","JJ",197
"Did not work at all!","Did not work. Got through the setup and will not show up. tried multiple times with different phones/tablets.","1.0 out of 5 stars","Reviewed in the United States on January 20, 2022","J. Pagan",197
"Will not work without internet","Ok so this would be great if only it worked off line. It does not work without internet!What a silly thing to make it require internet for any reason what do ever. Grow up Google!","1.0 out of 5 stars","Reviewed in the United States on December 30, 2019","Ninja Bryan",198
"Cast and mirrors your phone","I was gifted one with the purchase of my cell phone. After about 2 years or so it went out . I purchased this one and it works great , just like my very 1st one , maybe even faster .","5.0 out of 5 stars","Reviewed in the United States on September 20, 2021","Ifumusno",198
"Get a smart TV","I have this for about 6 months now. My phone doesn't recognize it half the time so I have to reboot my phone to connect. Tried to watch Amazon prime TV last night and would not cast. It would not cast Youtube either. I don't know if the issues are phone related, google app related, or individual app related but I have had problems getting this to connect from Day 1. I would not recommend it.","1.0 out of 5 stars","Reviewed in the United States on October 19, 2020","Steve Gordon",198
"Love it, but...","This is very convenient to use for a tv remote. Google mini is on the wall and never gets lost. Casting from my computer or the nest doorbell is handy. Lost a star because once in a while it just stops. I unplug and plug back in to restart.","4.0 out of 5 stars","Reviewed in the United States on September 13, 2020","Mary OBrien",198
"Super Easy","This was super easy and I had it up and running in minutes, even on a very old TV. It's plugged into the wall for power, because why not? There was a regular plug there and I used it. Seems to work very well casting from phone.","5.0 out of 5 stars","Reviewed in the United States on August 19, 2020","Janet Valdez",198
"I wish it supported 2K or 4K","Great product does as advertised BUT watching new shows and movie makes the Chromecast 1080p limitation a drag.","4.0 out of 5 stars","Reviewed in the United States on December 26, 2021","Ileana",198
"not really worth it","Phone has to be close to the Chromecast. Otherwise, there will be more frequent skipping while playing a video. Mobile Chrome overscans on the TV - no convenient way to adjust the scanning in Chrome cast.","1.0 out of 5 stars","Reviewed in the United States on December 10, 2020","digitalkeoki",198
"Misleading marketing - DOES require an active internet connection","I bought this specifically so I could cast downloaded content from my phone to my TV over a non-Internet-connected router, since I do not pay for internet, but do have unlimited data on my phone. The advertising on this product (and among many tech review pages) is misleading, and doesn't mention that all of the data transfer occurs over the internet, just using your phone as a remote. Even my Pixel 2's support menu says I can connect to the Chromecast over Bluetooth, which is not the case - it requires an active internet connection. I am very displeased with this product.","2.0 out of 5 stars","Reviewed in the United States on August 4, 2020","Rick",198
"Awesome!","Yay! We had a first generation fir a couple years and noticed that when we streamed from a phone or tablet the video and audio would pause or get garbled. This was a quick and cheap fix. Always upgrade!","5.0 out of 5 stars","Reviewed in the United States on December 7, 2020","bcurchy",198
"Can screencast browser window or entire laptop to TV...","I use it to screencast a browser window or my entire laptop screen to the TV.--Fred","5.0 out of 5 stars","Reviewed in the United States on March 29, 2021","Fred Stluka",198
"It was better than the other brand","Our fire stick stopped working, so I decided to try the chrome cast. It has not failed to work or connect. I am glad.","5.0 out of 5 stars","Reviewed in the United States on December 17, 2021","Bruce J. Watt",199
"Great for travel","We use this primarily for travel. It allows us to use our Hulu + Live, Netflix, Prime, YouTube, etc accounts on most hotel televisions. It also casts our Emby server content remotely and works great. You have to use your phone as a ""remote"" but still very convenient.","5.0 out of 5 stars","Reviewed in the United States on March 16, 2020","John S.",199
"No troubleshooting for network issues","For some unknown network issue my TV doesn't appear as connected for my mobile devices.Even though I can order Chromecast to stream Netflix or Spotify, because of the network I don't have access to multimedia controls or mirror my mobile device screen.What disappoints me is that there's no way of troubleshooting the problem. Moreover, Google does not mention any LAN requirements, or configurations that may affect connectivity.","2.0 out of 5 stars","Reviewed in the United States on July 22, 2019","Lucas",199
"Useless tech?","I'm probably in the minority on this, but I've never found this Chromecast device useful. Whereas Roku devices are very useful.","1.0 out of 5 stars","Reviewed in the United States on October 12, 2021","Bob C",199
"Looking for just mirroring off from my smartphone...NEED TO GO THRU LOOPS!","I bought this because I thought I could mirror off from the smartphone to my tv. It's impossible without wifi. And if you set your phone as hotspot, you would need another phone. Not worth of paying for it.","1.0 out of 5 stars","Reviewed in the United States on October 27, 2020","NYC Birdy",199
"Great product","Great product. The quality is crystal clear. i have been using it to cast netflix and youtube, and it is excellent hdmi quality. Only downside is that I can't use my t.v. remote control to pause/play. Other than that, I would recommend this product who wants an affordable chromecast option","5.0 out of 5 stars","Reviewed in the United States on August 6, 2020","Rozy123",199
"Works as expected","The unit was very easy to install and broadcasts images from our computer as expected. We did have to have our grandson show us how to access the unit from Chrome. It would have been helpful to have this little trick (how to access and activate the ""cast"" function) noted someplace in the directions.","4.0 out of 5 stars","Reviewed in the United States on January 1, 2020","FarmDocWest",199
"Great product.","This is my second Chromecast. I have a first gen still in use, working great. This one is for another room and does not disappoint. It worked perfectly right out of the box and I was streaming within minutes. Super easy to install and use. I stream from my tablet or phone with no problems. Great product!","5.0 out of 5 stars","Reviewed in the United States on August 16, 2019","Lindylu",199
"You may have to reset to manufacturing setting and re install occasionally","Use this product to stream movies. Stream quality is excellent. Volume control is usually good. User interface can be tricky at times.","4.0 out of 5 stars","Reviewed in the United States on September 21, 2021","Dianne Lieber",199
"Doesn’t work","Not only does this not work but it gets super hot to the touch. Don’t waste your money.","1.0 out of 5 stars","Reviewed in the United States on March 16, 2022","J0anieg",199
"So far so good","My Samsung TV was a bit old (2015)... although it has Netflix or Youtube apps but it is a bit slow, the chromecast is quite a good low-cost solution for this problem. I no longer need to wait the TV to load or respond to my command from phone or tablet.","5.0 out of 5 stars","Reviewed in the United States on July 17, 2020","Wei Fei",200
"Arrived in good condition in a timely manner","I purchased this to install on my TV to be able to access the internet/Netflix on the TV. It was easy to install, but it would have been nice to have a separate remote to operate it. Otherwise, it works. I had to connect my phone to the TV and use my phone as the ""remote"" to access and play the shows on the TV.","4.0 out of 5 stars","Reviewed in the United States on September 9, 2021","diane",200
"Useless","This product will only let you stream apps. I wanted to stream something I had logged into on my computer. Useless. I am returning this item and have reconnected my old first generation which casts fine. Was going to have one on each of 2 TVs.","1.0 out of 5 stars","Reviewed in the United States on July 27, 2021","Pam L.",200
"Great product!","Bought this to cast games or movies from my laptop. It's a great product to use! Haven't had much issue except when setting it up under multiple networks, it will only work on one network so you must delete the previous network if you want it to work on another.","5.0 out of 5 stars","Reviewed in the United States on March 21, 2020","Wiley",200
"Excellent Electronic","We are using this almost exclusively with connecting to either my phone or computer to the tv. I watch more of the things I want than what is offered in the ""Packages"" offered by Dish or Xfinity.","5.0 out of 5 stars","Reviewed in the United States on March 27, 2021","c. hammonds",200
"Couldn’t get to work even though it’s states doesn’t need Wi-Fi","Product states that you just need Wi-Fi to set it up, but you don’t need Wi-Fi to keep up with the chrome cast. That’s a lie I couldn’t get the product to stay connected.","1.0 out of 5 stars","Reviewed in the United States on April 15, 2021","Rebecca Littell",200
"Great Picture and Quality Sound!","My daughter uses her Google Chromecast in her bedroom to watch TV. She is very ""picky"" about the picture on her TV as well as sound quality. She has said that the picture is very good with excellent detail and the sound quality will blow you out of the room. Thank you, Amazon!!!!","5.0 out of 5 stars","Reviewed in the United States on March 17, 2020","Amazon Customer",200
"Best streaming electronic device EVER!!!","What isn't there to love about the chromecast? Hands down it is the best streaming electronic device. You can plug it into any TV with HDMI capabilities. No remote required and you are good to go! You can't go wrong with this purchase.","5.0 out of 5 stars","Reviewed in the United States on June 21, 2020","LaFreda Ceaser",200
"Not easy to use as old Chromecast!!","It wouldn't work like my old Chromecast. Wanted me too pay monthly fee! I returned it.","2.0 out of 5 stars","Reviewed in the United States on March 18, 2022","jo jo",200
"Super Easy","I used to be smart, then I retired, and all my brain cells gave up. So, I enjoyed being able to basically plug this in, bam, boom, and it's done, and somehow I am watching Steve Harvey on Family Feud every day. I don't blame the product, but it was easy, and, so, I had extra time. So, maybe I blame it a little.","5.0 out of 5 stars","Reviewed in the United States on February 28, 2021","Donald Otis",200
"Works as expected.","Works as expected. But, this was a second one for the tv in a different room. Since I already had one, I knew what I was getting.","5.0 out of 5 stars","Reviewed in the United States on September 8, 2020","ray",201
"Great for cutting the cord","Works well ... saving a fortune on cable costs ... should have done ir sooner.","5.0 out of 5 stars","Reviewed in the United States on April 16, 2022","Mo",201
"My cellphone needs to be updated to recognize this device?","I have a Roku TV, but I have not hooked up this device to my new TV because my cellphone was not recognized on my other HD TV? It does let me see TV in better quality than without an antenna.","1.0 out of 5 stars","Reviewed in the United States on January 29, 2021","Hector Munoz",201
"No remote exists, cell phone app is only remote.","This is not a product for families. The only way to operate it is with a smart phone. While my grandkids are old enough to use a remote, they don't have smart phones. Furthermore i can set up something for them but then can't leave the room or use my phone because it's functioning as the chromecast remote.","2.0 out of 5 stars","Reviewed in the United States on July 13, 2019","Maryellen DeRosa Linn",201
"Works as it should!","Streaming quality is good and overall works great! I needed to get a WiFi extender as I put it on a TV in our basement pretty far away from our router. After that it works great!","5.0 out of 5 stars","Reviewed in the United States on February 22, 2021","Philip Johnson",201
"Decent","It Works decently. There is a slight delay from phone to TV. I'm only about 8 feet away. Oh well.","4.0 out of 5 stars","Reviewed in the United States on May 26, 2022","James B.",201
"Good Device","Works well for what was intended. Bought two for additional tv. Easy to set up and use.","5.0 out of 5 stars","Reviewed in the United States on March 10, 2022","Trinichick0114",201
"As Simple As It Gets","This is so affordable, and works so smoothly. The installation and use is about as simple and straight forward as it can yet. And it's a great little addition to a home entertainment center. Especially since Roku is muck more Apple friendly than Android compatible. So, this is a great way to be able case from Android devices in a pinch. Also, I absolutely love the ability for multiple people to cast in a que on YouTube!","5.0 out of 5 stars","Reviewed in the United States on July 11, 2021","Micah Trumpower",201
"Great way to stream from PC or phone to your TV","So easy to use. So versatile. We have one for each TV. Android phones now have the ability to stream just about ANY app to a TV via a Chromecast, it doesn't make sense NOT to have these. Especially if you're a ""cord cutter"".","5.0 out of 5 stars","Reviewed in the United States on July 1, 2020","Philly Buster",201
"Lifesaver.","This thing is like magic. It's the second one I've bought. I had to give the first one to my Dad. He can't believe he doesn't have to sit at the computer to watch movies anymore. Just plug it in and go! I always say my Chromecast is the best 30 bucks I've ever spent.","5.0 out of 5 stars","Reviewed in the United States on January 18, 2019","Hannah",201
"Perfect for Oculus","I bought this for streaming my oculus 2. It’s perfect for this reason alone. So to other uses, it don’t care for it Roku, or some other similar platform is far superior .","4.0 out of 5 stars","Reviewed in the United States on February 20, 2021","Bryan679x",202
"Easy to install and use","Makes it so much easier to cast anything and everything to the TV. I already use the Google home app for other smart devices, so it was easy to install, set up, and use.","5.0 out of 5 stars","Reviewed in the United States on February 28, 2021","Stephanie",202
"Its Cool, But....","Its my fault I guess, but I thought this came with a remote. Its cool that it doesn't, but I thought it would be more like a Roku or fire tv stick.I do like that it allows me to stream my apps to the TV from my phone.","4.0 out of 5 stars","Reviewed in the United States on September 12, 2020","Andrea From Florida",202
"Amazingly user friendly!","Amazingly so easy to install and start using - so easy I sent one to my 80 year old mom and she set it up without any help. Fumbling around for the small pause and trying to rewind is tricky - streams with no lag!!!!","5.0 out of 5 stars","Reviewed in the United States on March 9, 2021","Jeff Gordley",202
"AVOID THIS PRODUCT","This Dongle does not work with Samsung Smart TV and Windows 7. The manufacturer claims the dongle works with Windows but that is not correct. Samsung Smart TV needs better applications. Forget buying a Dongle. Forget buying a Samsung Smart TV. Samsung help is insane.","1.0 out of 5 stars","Reviewed in the United States on March 20, 2021","Richard",202
"Easy!!!","Bought this to replace a first generation model. Plug in. Log in. Play.Easily broadcast to a smart TV on my deck and beyond. Great for traveling in a hotel or Airbnb too when I download movies to my phone or tablet.","5.0 out of 5 stars","Reviewed in the United States on September 29, 2021","Edward Bender",202
"Come back purchased","I have been used this products for years, recently moving house and lost the 1st generation chromecast. So I have to buy the new one, fortunately it still match what I need to cast videos and movies to my TV with phone. It is same installation steps as the 1st generation that I am familiar with. Therefore, I don’t see any difference but just the outlook design. Anyway, this one will good for me to use for another years.","5.0 out of 5 stars","Reviewed in the United States on April 22, 2021","Hibby_Bee",202
"Not the best","I have two Chromecast. You can't use them both in the same house. I constantly have to reset the unit to watch TV. Thus I s very annoying.","2.0 out of 5 stars","Reviewed in the United States on June 27, 2021","Catherine",202
"Exactly what I needed","I got this to project lyrics to the tv for church. It's really easy to use.","5.0 out of 5 stars","Reviewed in the United States on March 24, 2022","butlermama",202
"You don't have one yet? Why on Earth not?","This was the best small dollar purchase I have made yet! Take anything you are streaming online and throw it from either your phone or your laptop in two clicks and stop squinting when you can watch it on your big screen.","5.0 out of 5 stars","Reviewed in the United States on July 19, 2019","Hop",202
"Finally something that works as advertised","I have been looking for a while for a way to stream to a TV that is an older flat screen but not a smart TV. This after a few minutes of set up was immediately streaming YouTube, Amazon prime, Disney+, Vudu, etc. from my phone. wish I had bought it months ago...","5.0 out of 5 stars","Reviewed in the United States on February 5, 2021","Jonathan Brumfield",203
"Zero problems casting","I bought this to cast from my Oculus Quest to my TV. It was 10 times harder to cast to the Oculus mobile app. Casting is done almost immediately and looks decent enough. I'l probably buy a Chromecast Ultra after this.","5.0 out of 5 stars","Reviewed in the United States on July 28, 2020","Edwin Ramirez",203
"Quality has plummeted.","I don’t know what’s happened to the quality of chromecasts. They’re getting so flaky and weird, and you can’t trust them to work properly.","1.0 out of 5 stars","Reviewed in the United States on August 2, 2021","Steve S",203
"UPDATE","Lo quité de la electricidad de la pared y le di electricidad a través del cable USB conectado al TV, funciona perfectamente.Nunca lo pude utilizar, y se terminó el tiempo de decolverlo. En mi casa se conectaba por 1 minuto y se caía. Lo presté a otra persona y en otra casa jamás reconoció el wifi. Hemos leído las instrucciones, hemos visto muchos videos de youtube y nada, no funciona. Dinero botado a la basura.","5.0 out of 5 stars","Reviewed in the United States on March 28, 2020","Yahaira",203
"Best device EVER, use to watch/ cast my VIKI app to TV.","Absolutely thrilled I made this purchase. Easy install, came with everything needed. Downloaded the app to cast from my cell phone and worked immediately. I'm hooked on VIKI Korean dramas, sub titles so much easier to read, scenery in movies stands out.","5.0 out of 5 stars","Reviewed in the United States on March 9, 2020","NJ",203
"Spent over two hours trying to get it to work consistently.","I spent three and a half hours on the phone with Chromecast so I could cast from my desktop to the main TV. I coordinated the effort with Spectrum. It was working.Today I tried it again. It is NOT working.This item is GARBAGE.","1.0 out of 5 stars","Reviewed in the United States on July 10, 2020","Steve in L. A.",203
